slug,title,city,type,price,bedrooms,area,image,description,tags
apartamento-no-vila-tupi-praia-grande,Apartamento no Vila Tupi; Praia Grande,Praia Grande,Apartamento,620000,,,img/pg-studio.png,Oportunidade de apartamento em Vila Tupi; Praia Grande. Ideal para moradia ou investimento no litoral.,
apartamento-centro-sao-vicente,Apartamento Centro; São Vicente,São Vicente,Apartamento,410000,,,img/sv-casa-terrea.png,Oportunidade de apartamento em Centro; São Vicente. Ideal para moradia ou investimento no litoral.,
casa-em-centro-itanhaem,Casa em Centro; Itanhaém,Itanhaém,Casa,410000,,,img/itanhaem-terreno.png,Encontre casa em Centro; Itanhaém. Opção com boa liquidez e valorização no litoral.,
casa-jose-menino-santos,Casa José Menino; Santos,Santos,Casa,850000,,,img/santos-apartamento-vista-mar.png,Conheça este casa em José Menino; Santos. Localização estratégica e estrutura pronta.,
casa-em-vista-linda-bertioga,Casa em Vista Linda; Bertioga,Bertioga,Casa,410000,,,img/bertioga-apartamento.png,Conheça este casa em Vista Linda; Bertioga. Localização estratégica e estrutura pronta.,
terreno-trevo-peruibe,Terreno Trevo; Peruíbe,Peruíbe,Terreno,750000,,,img/peruibe-chacara.png,Cadastre-se e receba opções de terreno em Trevo; Peruíbe.,
terreno-no-vila-sao-jorge-sao-vicente,Terreno no Vila São Jorge; São Vicente,São Vicente,Terreno,850000,,,img/sv-casa-terrea.png,Cadastre-se e receba opções de terreno em Vila São Jorge; São Vicente.,
terreno-pitangueiras-guaruja,Terreno Pitangueiras; Guarujá,Guarujá,Terreno,410000,,,img/guaruja-sobrado.png,Cadastre-se e receba opções de terreno em Pitangueiras; Guarujá.,
terreno-no-tupi-praia-grande,Terreno no Tupi; Praia Grande,Praia Grande,Terreno,410000,,,img/pg-studio.png,Conheça este terreno em Tupi; Praia Grande. Localização estratégica e estrutura pronta.,
apartamento-asturias-guaruja,Apartamento Astúrias; Guarujá,Guarujá,Apartamento,180000,,,img/guaruja-sobrado.png,Cadastre-se e receba opções de apartamento em Astúrias; Guarujá.,
apartamento-em-gonzaguinha-sao-vicente,Apartamento em Gonzaguinha; São Vicente,São Vicente,Apartamento,620000,,,img/sv-casa-terrea.png,Oportunidade de apartamento em Gonzaguinha; São Vicente. Ideal para moradia ou investimento no litoral.,
apartamento-em-centro-peruibe,Apartamento em Centro; Peruíbe,Peruíbe,Apartamento,750000,,,img/peruibe-chacara.png,Oportunidade de apartamento em Centro; Peruíbe. Ideal para moradia ou investimento no litoral.,
apartamento-jose-menino-santos,Apartamento José Menino; Santos,Santos,Apartamento,620000,,,img/santos-apartamento-vista-mar.png,Apartamento em José Menino; Santos.,
casa-gonzaguinha-sao-vicente,Casa Gonzaguinha; São Vicente,São Vicente,Casa,520000,,,img/sv-casa-terrea.png,Cadastre-se e receba opções de casa em Gonzaguinha; São Vicente.,
casa-em-pernambuco-guaruja,Casa em Pernambuco; Guarujá,Guarujá,Casa,410000,,,img/guaruja-sobrado.png,Oportunidade de casa em Pernambuco; Guarujá. Ideal para moradia ou investimento no litoral.,
casa-trevo-peruibe,Casa Trevo; Peruíbe,Peruíbe,Casa,410000,,,img/peruibe-chacara.png,Conheça este casa em Trevo; Peruíbe. Localização estratégica e estrutura pronta.,
apartamento-agenor-campos-mongagua,Apartamento Agenor Campos; Mongaguá,Mongaguá,Apartamento,620000,,,img/mongagua-apartamento.png,Apartamento em Agenor Campos; Mongaguá.,
apartamento-em-enseada-guaruja,Apartamento em Enseada; Guarujá,Guarujá,Apartamento,620000,,,img/guaruja-sobrado.png,Apartamento em Enseada; Guarujá.,
apartamento-no-vila-sao-jorge-sao-vicente,Apartamento no Vila São Jorge; São Vicente,São Vicente,Apartamento,180000,,,img/sv-casa-terrea.png,Cadastre-se e receba opções de apartamento em Vila São Jorge; São Vicente.,
apartamento-centro-guaruja,Apartamento Centro; Guarujá,Guarujá,Apartamento,520000,,,img/guaruja-sobrado.png,Encontre apartamento em Centro; Guarujá. Opção com boa liquidez e valorização no litoral.,
casa-em-boqueirao-praia-grande,Casa em Boqueirão; Praia Grande,Praia Grande,Casa,750000,,,img/pg-studio.png,Cadastre-se e receba opções de casa em Boqueirão; Praia Grande.,
casa-no-centro-bertioga,Casa no Centro; Bertioga,Bertioga,Casa,750000,,,img/bertioga-apartamento.png,Encontre casa em Centro; Bertioga. Opção com boa liquidez e valorização no litoral.,
casa-agenor-campos-mongagua,Casa Agenor Campos; Mongaguá,Mongaguá,Casa,950000,,,img/mongagua-apartamento.png,Oportunidade de casa em Agenor Campos; Mongaguá. Ideal para moradia ou investimento no litoral.,
casa-no-pompeia-santos,Casa no Pompeia; Santos,Santos,Casa,620000,,,img/santos-apartamento-vista-mar.png,Conheça este casa em Pompeia; Santos. Localização estratégica e estrutura pronta.,
casa-jardim-peruibe-peruibe,Casa Jardim Peruíbe; Peruíbe,Peruíbe,Casa,950000,,,img/peruibe-chacara.png,Cadastre-se e receba opções de casa em Jardim Peruíbe; Peruíbe.,
casa-no-sorocotuba-guaruja,Casa no Sorocotuba; Guarujá,Guarujá,Casa,750000,,,img/guaruja-sobrado.png,Conheça este casa em Sorocotuba; Guarujá. Localização estratégica e estrutura pronta.,
casa-em-jose-menino-santos,Casa em José Menino; Santos,Santos,Casa,520000,,,img/santos-apartamento-vista-mar.png,Cadastre-se e receba opções de casa em José Menino; Santos.,
casa-no-vista-linda-bertioga,Casa no Vista Linda; Bertioga,Bertioga,Casa,850000,,,img/bertioga-apartamento.png,Casa em Vista Linda; Bertioga.,
apartamento-no-solemar-praia-grande,Apartamento no Solemar; Praia Grande,Praia Grande,Apartamento,850000,,,img/pg-studio.png,Apartamento em Solemar; Praia Grande.,
apartamento-no-pernambuco-guaruja,Apartamento no Pernambuco; Guarujá,Guarujá,Apartamento,180000,,,img/guaruja-sobrado.png,Conheça este apartamento em Pernambuco; Guarujá. Localização estratégica e estrutura pronta.,
apartamento-no-guilhermina-praia-grande,Apartamento no Guilhermina; Praia Grande,Praia Grande,Apartamento,950000,,,img/pg-studio.png,Cadastre-se e receba opções de apartamento em Guilhermina; Praia Grande.,
casa-jardim-sao-lourenco-bertioga,Casa Jardim São Lourenço; Bertioga,Bertioga,Casa,750000,,,img/bertioga-apartamento.png,Cadastre-se e receba opções de casa em Jardim São Lourenço; Bertioga.,
casa-em-macuco-santos,Casa em Macuco; Santos,Santos,Casa,180000,,,img/santos-apartamento-vista-mar.png,Cadastre-se e receba opções de casa em Macuco; Santos.,
casa-no-catiapoa-sao-vicente,Casa no Catiapoa; São Vicente,São Vicente,Casa,850000,,,img/sv-casa-terrea.png,Oportunidade de casa em Catiapoa; São Vicente. Ideal para moradia ou investimento no litoral.,
casa-em-rio-preto-peruibe,Casa em Rio Preto; Peruíbe,Peruíbe,Casa,180000,,,img/peruibe-chacara.png,Conheça este casa em Rio Preto; Peruíbe. Localização estratégica e estrutura pronta.,
casa-no-vicente-de-carvalho-guaruja,Casa no Vicente de Carvalho; Guarujá,Guarujá,Casa,520000,,,img/guaruja-sobrado.png,Conheça este casa em Vicente de Carvalho; Guarujá. Localização estratégica e estrutura pronta.,
casa-vila-sao-jorge-sao-vicente,Casa Vila São Jorge; São Vicente,São Vicente,Casa,520000,,,img/sv-casa-terrea.png,Encontre casa em Vila São Jorge; São Vicente. Opção com boa liquidez e valorização no litoral.,
casa-em-jardim-sao-lourenco-bertioga,Casa em Jardim São Lourenço; Bertioga,Bertioga,Casa,950000,,,img/bertioga-apartamento.png,Cadastre-se e receba opções de casa em Jardim São Lourenço; Bertioga.,
apartamento-no-cibratel-itanhaem,Apartamento no Cibratel; Itanhaém,Itanhaém,Apartamento,750000,,,img/itanhaem-terreno.png,Cadastre-se e receba opções de apartamento em Cibratel; Itanhaém.,
apartamento-no-centro-peruibe,Apartamento no Centro; Peruíbe,Peruíbe,Apartamento,950000,,,img/peruibe-chacara.png,Conheça este apartamento em Centro; Peruíbe. Localização estratégica e estrutura pronta.,
casa-em-gaivotas-itanhaem,Casa em Gaivotas; Itanhaém,Itanhaém,Casa,520000,,,img/itanhaem-terreno.png,Conheça este casa em Gaivotas; Itanhaém. Localização estratégica e estrutura pronta.,
casa-em-maracana-praia-grande,Casa em Maracanã; Praia Grande,Praia Grande,Casa,180000,,,img/pg-studio.png,Encontre casa em Maracanã; Praia Grande. Opção com boa liquidez e valorização no litoral.,
casa-no-centro-mongagua,Casa no Centro; Mongaguá,Mongaguá,Casa,180000,,,img/mongagua-apartamento.png,Cadastre-se e receba opções de casa em Centro; Mongaguá.,
apartamento-vila-atlantica-mongagua,Apartamento Vila Atlântica; Mongaguá,Mongaguá,Apartamento,950000,,,img/mongagua-apartamento.png,Encontre apartamento em Vila Atlântica; Mongaguá. Opção com boa liquidez e valorização no litoral.,
apartamento-no-pompeia-santos,Apartamento no Pompeia; Santos,Santos,Apartamento,750000,,,img/santos-apartamento-vista-mar.png,Cadastre-se e receba opções de apartamento em Pompeia; Santos.,
apartamento-em-catiapoa-sao-vicente,Apartamento em Catiapoa; São Vicente,São Vicente,Apartamento,520000,,,img/sv-casa-terrea.png,Cadastre-se e receba opções de apartamento em Catiapoa; São Vicente.,
apartamento-no-agenor-campos-mongagua,Apartamento no Agenor Campos; Mongaguá,Mongaguá,Apartamento,950000,,,img/mongagua-apartamento.png,Encontre apartamento em Agenor Campos; Mongaguá. Opção com boa liquidez e valorização no litoral.,
casa-centro-sao-vicente,Casa Centro; São Vicente,São Vicente,Casa,950000,,,img/sv-casa-terrea.png,Oportunidade de casa em Centro; São Vicente. Ideal para moradia ou investimento no litoral.,
apartamento-vista-mar-santos-1-quarto-s-35m2-sem-vaga,Apartamento Vista Mar Santos | 1 quarto(s); 35m²; Sem vaga,Santos,Apartamento,850000,,,img/santos-apartamento-vista-mar.png,Apartamento com varanda e vista mar em Santos. Condomínio com lazer. 1 quarto(s); área 35m²; Sem vaga.,
cobertura-duplex-santos-2-quarto-s-45m2-1-vaga,Cobertura Duplex Santos | 2 quarto(s); 45m²; 1 vaga,Santos,Cobertura,2100000,,,img/santos-cobertura-duplex.png,Cobertura duplex com piscina privativa. Sem condomínio. 2 quarto(s); área 45m²; 1 vaga.,
terreno-santos-1-quarto-s-120m2-sem-vaga,Terreno Santos | 1 quarto(s); 120m²; Sem vaga,Santos,Terreno,950000,,,img/santos-terreno-alto-padrao.png,Terreno alto padrão perto da orla. Sem condomínio. 1 quarto(s); área 120m²; Sem vaga.,
sobrado-guaruja-1-quarto-s-100m2-2-vagas,Sobrado Guaruja | 1 quarto(s); 100m²; 2 vagas,Guarujá,Casa,620000,,,img/guaruja-sobrado.png,Sobrado em condomínio fechado no Guarujá. Condomínio fechado. 1 quarto(s); área 100m²; 2 vagas.,
apartamento-pitangueiras-1-quarto-s-35m2-1-vaga,Apartamento Pitangueiras | 1 quarto(s); 35m²; 1 vaga,Guarujá,Apartamento,620000,,,img/guaruja-sobrado.png,Apartamento em Pitangueiras; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s); área 35m²; 1 vaga.,
casa-pitangueiras-1-quarto-s-100m2-1-vaga,Casa Pitangueiras | 1 quarto(s); 100m²; 1 vaga,Guarujá,Casa,620000,,,img/guaruja-sobrado.png,Casa em Pitangueiras; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 1 quarto(s); área 100m²; 1 vaga.,
studio-praia-grande-4-quarto-s-45m2-2-vagas,Studio Praia Grande | 4 quarto(s); 45m²; 2 vagas,Praia Grande,Studio,280000,,,img/pg-studio.png,Studio mobiliado a 2 quadras da praia. Sem condomínio. 4 quarto(s); área 45m²; 2 vagas.,
apartamento-guilhermina-3-quarto-s-35m2-1-vaga,Apartamento Guilhermina | 3 quarto(s); 35m²; 1 vaga,Praia Grande,Apartamento,280000,,,img/pg-studio.png,Apartamento em Guilhermina; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s); área 35m²; 1 vaga.,
casa-guilhermina-4-quarto-s-60m2-2-vagas,Casa Guilhermina | 4 quarto(s); 60m²; 2 vagas,Praia Grande,Casa,280000,,,img/pg-studio.png,Casa em Guilhermina; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s); área 60m²; 2 vagas.,
terreno-itanhaem-2-quarto-s-60m2-1-vaga,Terreno Itanhaém | 2 quarto(s); 60m²; 1 vaga,Itanhaém,Terreno,180000,,,img/itanhaem-terreno.png,Terreno em loteamento aprovado. Condomínio fechado. 2 quarto(s); área 60m²; 1 vaga.,
apartamento-centro-4-quarto-s-35m2-2-vagas,Apartamento Centro | 4 quarto(s); 35m²; 2 vagas,Itanhaém,Apartamento,180000,,,img/itanhaem-terreno.png,Apartamento em Centro; Itanhaém. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s); área 35m²; 2 vagas.,
casa-centro-3-quarto-s-35m2-sem-vaga,Casa Centro | 3 quarto(s); 35m²; Sem vaga,Itanhaém,Casa,180000,,,img/itanhaem-terreno.png,Casa em Centro; Itanhaém. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s); área 35m²; Sem vaga.,
apartamento-mongagua-1-quarto-s-80m2-1-vaga,Apartamento Mongaguá | 1 quarto(s); 80m²; 1 vaga,Mongaguá,Apartamento,340000,,,img/mongagua-apartamento.png,Apartamento compacto com pé direito duplo. Sem condomínio. 1 quarto(s); área 80m²; 1 vaga.,
apartamento-centro-3-quarto-s-120m2-sem-vaga,Apartamento Centro | 3 quarto(s); 120m²; Sem vaga,Mongaguá,Apartamento,340000,,,img/mongagua-apartamento.png,Apartamento em Centro; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s); área 120m²; Sem vaga.,
casa-centro-2-quarto-s-120m2-1-vaga,Casa Centro | 2 quarto(s); 120m²; 1 vaga,Mongaguá,Casa,340000,,,img/mongagua-apartamento.png,Casa em Centro; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s); área 120m²; 1 vaga.,
casa-sao-vicente-2-quarto-s-60m2-1-vaga,Casa São Vicente | 2 quarto(s); 60m²; 1 vaga,São Vicente,Casa,520000,,,img/sv-casa-terrea.png,Casa térrea com quintal grande. Condomínio fechado. 2 quarto(s); área 60m²; 1 vaga.,
apartamento-centro-1-quarto-s-80m2-2-vagas,Apartamento Centro | 1 quarto(s); 80m²; 2 vagas,São Vicente,Apartamento,520000,,,img/sv-casa-terrea.png,Apartamento em Centro; São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s); área 80m²; 2 vagas.,
casa-centro-3-quarto-s-45m2-2-vagas,Casa Centro | 3 quarto(s); 45m²; 2 vagas,São Vicente,Casa,520000,,,img/sv-casa-terrea.png,Casa em Centro; São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s); área 45m²; 2 vagas.,
chacara-peruibe-2-quarto-s-120m2-2-vagas,Chácara Peruíbe | 2 quarto(s); 120m²; 2 vagas,Peruíbe,Casa,750000,,,img/peruibe-chacara.png,Chácara com pomar e piscina. Sem condomínio. 2 quarto(s); área 120m²; 2 vagas.,
apartamento-centro-1-quarto-s-100m2-sem-vaga,Apartamento Centro | 1 quarto(s); 100m²; Sem vaga,Peruíbe,Apartamento,750000,,,img/peruibe-chacara.png,Apartamento em Centro; Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s); área 100m²; Sem vaga.,
casa-centro-2-quarto-s-45m2-2-vagas,Casa Centro | 2 quarto(s); 45m²; 2 vagas,Peruíbe,Casa,750000,,,img/peruibe-chacara.png,Casa em Centro; Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s); área 45m²; 2 vagas.,
apartamento-bertioga-3-quarto-s-120m2-sem-vaga,Apartamento Bertioga | 3 quarto(s); 120m²; Sem vaga,Bertioga,Apartamento,410000,,,img/bertioga-apartamento.png,Apartamento novo em condomínio com lazer. Sem condomínio. 3 quarto(s); área 120m²; Sem vaga.,
apartamento-riviera-2-quarto-s-120m2-2-vagas,Apartamento Riviera | 2 quarto(s); 120m²; 2 vagas,Bertioga,Apartamento,410000,,,img/bertioga-apartamento.png,Apartamento em Riviera; Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s); área 120m²; 2 vagas.,
casa-riviera-2-quarto-s-35m2-2-vagas,Casa Riviera | 2 quarto(s); 35m²; 2 vagas,Bertioga,Casa,410000,,,img/bertioga-apartamento.png,Casa em Riviera; Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s); área 35m²; 2 vagas.,
apartamento-centro-sao-vicente-3-quarto-s-35m2-1-vaga,Apartamento Centro; São Vicente | 3 quarto(s); 35m²; 1 vaga,São Vicente,Apartamento,850000,,,img/sv-casa-terrea.png,Apartamento em Centro; São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s); área 35m²; 1 vaga.,
apartamento-asturias-guaruja-3-quarto-s-45m2-sem-vaga,Apartamento Astúrias; Guarujá | 3 quarto(s); 45m²; Sem vaga,Guarujá,Apartamento,850000,,,img/guaruja-sobrado.png,Apartamento em Astúrias; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s); área 45m²; Sem vaga.,
cobertura-vila-tupi-praia-grande-4-quarto-s-120m2-2-vagas,Cobertura Vila Tupi; Praia Grande | 4 quarto(s); 120m²; 2 vagas,Praia Grande,Cobertura,2100000,,,img/pg-studio.png,Cobertura em Vila Tupi; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s); área 120m²; 2 vagas.,
