titulo,descricao,preco,cidade,tipo,imagem
"Casa em Solemar, Praia Grande | 1 quarto(s), 120m², Sem vaga | 4 quarto(s), 120m², 1 vaga","Conheça este casa em Solemar, Praia Grande. Localização estratégica e estrutura pronta. Condomínio com lazer. 1 quarto(s), área 120m², Sem vaga. Condomínio com lazer. 4 quarto(s), área 120m², 1 vaga.",950000,Praia Grande,Casa,img/pg-studio.png
"Apartamento em Itararé, São Vicente | 1 quarto(s), 45m², 2 vagas | 4 quarto(s), 60m², Sem vaga","Oportunidade de apartamento em Itararé, São Vicente. Ideal para moradia ou investimento no litoral. Condomínio fechado. 1 quarto(s), área 45m², 2 vagas. Sem condomínio. 4 quarto(s), área 60m², Sem vaga.",950000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Apartamento Boracéia, Bertioga | 1 quarto(s), 120m², Sem vaga | 4 quarto(s), 100m², 1 vaga","Encontre apartamento em Boracéia, Bertioga. Opção com boa liquidez e valorização no litoral. Condomínio fechado. 1 quarto(s), área 120m², Sem vaga. Sem condomínio. 4 quarto(s), área 100m², 1 vaga.",180000,Bertioga,Apartamento,img/bertioga-apartamento.png
"Apartamento em Cibratel, Itanhaém | 3 quarto(s), 60m², Sem vaga | 1 quarto(s), 45m², Sem vaga","Cadastre-se e receba opções de apartamento em Cibratel, Itanhaém. Condomínio fechado. 3 quarto(s), área 60m², Sem vaga. Sem condomínio. 1 quarto(s), área 45m², Sem vaga.",520000,Itanhaém,Apartamento,img/itanhaem-terreno.png
"Apartamento no Trevo, Peruíbe | 3 quarto(s), 45m², Sem vaga | 3 quarto(s), 45m², Sem vaga","Conheça este apartamento em Trevo, Peruíbe. Localização estratégica e estrutura pronta. Sem condomínio. 3 quarto(s), área 45m², Sem vaga. Condomínio fechado. 3 quarto(s), área 45m², Sem vaga.",950000,Peruíbe,Apartamento,img/peruibe-chacara.png
"Casa Sorocotuba, Guarujá | 3 quarto(s), 100m², 2 vagas | 4 quarto(s), 35m², Sem vaga","Casa em Sorocotuba, Guarujá. Condomínio com lazer. 3 quarto(s), área 100m², 2 vagas. Sem condomínio. 4 quarto(s), área 35m², Sem vaga.",750000,Guarujá,Casa,img/guaruja-sobrado.png
"Casa Centro, Itanhaém | 1 quarto(s), 35m², Sem vaga | 1 quarto(s), 80m², 1 vaga","Cadastre-se e receba opções de casa em Centro, Itanhaém. Condomínio com lazer. 1 quarto(s), área 35m², Sem vaga. Sem condomínio. 1 quarto(s), área 80m², 1 vaga.",950000,Itanhaém,Casa,img/itanhaem-terreno.png
"Casa no Agenor Campos, Mongaguá | 3 quarto(s), 35m², 1 vaga | 3 quarto(s), 35m², 1 vaga","Cadastre-se e receba opções de casa em Agenor Campos, Mongaguá. Condomínio com lazer. 3 quarto(s), área 35m², 1 vaga. Condomínio com lazer. 3 quarto(s), área 35m², 1 vaga.",520000,Mongaguá,Casa,img/mongagua-apartamento.png
"Apartamento Gaivotas, Itanhaém | 2 quarto(s), 120m², 2 vagas | 1 quarto(s), 60m², 2 vagas","Cadastre-se e receba opções de apartamento em Gaivotas, Itanhaém. Condomínio fechado. 2 quarto(s), área 120m², 2 vagas. Condomínio com lazer. 1 quarto(s), área 60m², 2 vagas.",180000,Itanhaém,Apartamento,img/itanhaem-terreno.png
"Apartamento em Guilhermina, Praia Grande | 4 quarto(s), 100m², Sem vaga | 4 quarto(s), 45m², 1 vaga","Cadastre-se e receba opções de apartamento em Guilhermina, Praia Grande. Condomínio com lazer. 4 quarto(s), área 100m², Sem vaga. Sem condomínio. 4 quarto(s), área 45m², 1 vaga.",750000,Praia Grande,Apartamento,img/pg-studio.png
"Casa Caiçara, Praia Grande | 1 quarto(s), 35m², 1 vaga | 4 quarto(s), 100m², Sem vaga","Conheça este casa em Caiçara, Praia Grande. Localização estratégica e estrutura pronta. Sem condomínio. 1 quarto(s), área 35m², 1 vaga. Condomínio fechado. 4 quarto(s), área 100m², Sem vaga.",520000,Praia Grande,Casa,img/pg-studio.png
"Casa no Águas, Mongaguá | 2 quarto(s), 100m², 1 vaga | 2 quarto(s), 45m², 1 vaga","Casa em Águas, Mongaguá. Condomínio com lazer. 2 quarto(s), área 100m², 1 vaga. Sem condomínio. 2 quarto(s), área 45m², 1 vaga.",180000,Mongaguá,Casa,img/mongagua-apartamento.png
"Chácara Vera Cruz, Mongaguá | 2 quarto(s), 80m², 1 vaga | 4 quarto(s), 100m², Sem vaga","Cadastre-se e receba opções de chácara em Vera Cruz, Mongaguá. Condomínio fechado. 2 quarto(s), área 80m², 1 vaga. Condomínio fechado. 4 quarto(s), área 100m², Sem vaga.",850000,Mongaguá,Chácara,img/mongagua-apartamento.png
"Chácara em Boqueirão, Praia Grande | 3 quarto(s), 60m², 1 vaga | 4 quarto(s), 100m², 1 vaga","Conheça este chácara em Boqueirão, Praia Grande. Localização estratégica e estrutura pronta. Condomínio com lazer. 3 quarto(s), área 60m², 1 vaga. Condomínio fechado. 4 quarto(s), área 100m², 1 vaga.",750000,Praia Grande,Chácara,img/pg-studio.png
"Apartamento Vera Cruz, Mongaguá | 2 quarto(s), 120m², 1 vaga | 4 quarto(s), 120m², 2 vagas","Encontre apartamento em Vera Cruz, Mongaguá. Opção com boa liquidez e valorização no litoral. Sem condomínio. 2 quarto(s), área 120m², 1 vaga. Condomínio com lazer. 4 quarto(s), área 120m², 2 vagas.",620000,Mongaguá,Apartamento,img/mongagua-apartamento.png
"Apartamento em Nova Itanhaém, Itanhaém | 1 quarto(s), 60m², Sem vaga | 3 quarto(s), 120m², 1 vaga","Cadastre-se e receba opções de apartamento em Nova Itanhaém, Itanhaém. Condomínio com lazer. 1 quarto(s), área 60m², Sem vaga. Condomínio com lazer. 3 quarto(s), área 120m², 1 vaga.",850000,Itanhaém,Apartamento,img/itanhaem-terreno.png
"Casa Costão, Itanhaém | 2 quarto(s), 45m², 1 vaga | 3 quarto(s), 120m², Sem vaga","Casa em Costão, Itanhaém. Condomínio fechado. 2 quarto(s), área 45m², 1 vaga. Condomínio fechado. 3 quarto(s), área 120m², Sem vaga.",620000,Itanhaém,Casa,img/itanhaem-terreno.png
"Casa no Boqueirão, Praia Grande | 4 quarto(s), 35m², 1 vaga | 1 quarto(s), 80m², 2 vagas","Encontre casa em Boqueirão, Praia Grande. Opção com boa liquidez e valorização no litoral. Sem condomínio. 4 quarto(s), área 35m², 1 vaga. Sem condomínio. 1 quarto(s), área 80m², 2 vagas.",850000,Praia Grande,Casa,img/pg-studio.png
"Apartamento Pitangueiras, Guarujá | 3 quarto(s), 80m², Sem vaga | 3 quarto(s), 120m², 2 vagas","Cadastre-se e receba opções de apartamento em Pitangueiras, Guarujá. Sem condomínio. 3 quarto(s), área 80m², Sem vaga. Sem condomínio. 3 quarto(s), área 120m², 2 vagas.",520000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Apartamento em Centro, Mongaguá | 2 quarto(s), 60m², 1 vaga | 3 quarto(s), 80m², 2 vagas","Encontre apartamento em Centro, Mongaguá. Opção com boa liquidez e valorização no litoral. Sem condomínio. 2 quarto(s), área 60m², 1 vaga. Condomínio fechado. 3 quarto(s), área 80m², 2 vagas.",950000,Mongaguá,Apartamento,img/mongagua-apartamento.png
"Apartamento Vila São Jorge, São Vicente | 1 quarto(s), 80m², 1 vaga | 4 quarto(s), 80m², 1 vaga","Conheça este apartamento em Vila São Jorge, São Vicente. Localização estratégica e estrutura pronta. Condomínio com lazer. 1 quarto(s), área 80m², 1 vaga. Condomínio fechado. 4 quarto(s), área 80m², 1 vaga.",410000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Apartamento no Gaivotas, Itanhaém | 2 quarto(s), 45m², 2 vagas | 4 quarto(s), 100m², 2 vagas","Encontre apartamento em Gaivotas, Itanhaém. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 2 quarto(s), área 45m², 2 vagas. Sem condomínio. 4 quarto(s), área 100m², 2 vagas.",410000,Itanhaém,Apartamento,img/itanhaem-terreno.png
"Casa em Jardim Peruíbe, Peruíbe | 3 quarto(s), 45m², 1 vaga | 3 quarto(s), 120m², 2 vagas","Conheça este casa em Jardim Peruíbe, Peruíbe. Localização estratégica e estrutura pronta. Condomínio fechado. 3 quarto(s), área 45m², 1 vaga. Condomínio fechado. 3 quarto(s), área 120m², 2 vagas.",520000,Peruíbe,Casa,img/peruibe-chacara.png
"Casa no Gonzaguinha, São Vicente | 2 quarto(s), 80m², 2 vagas | 4 quarto(s), 60m², 1 vaga","Cadastre-se e receba opções de casa em Gonzaguinha, São Vicente. Condomínio com lazer. 2 quarto(s), área 80m², 2 vagas. Sem condomínio. 4 quarto(s), área 60m², 1 vaga.",520000,São Vicente,Casa,img/sv-casa-terrea.png
"Apartamento Pompeia, Santos | 1 quarto(s), 60m², 2 vagas | 1 quarto(s), 100m², Sem vaga","Conheça este apartamento em Pompeia, Santos. Localização estratégica e estrutura pronta. Sem condomínio. 1 quarto(s), área 60m², 2 vagas. Condomínio com lazer. 1 quarto(s), área 100m², Sem vaga.",850000,Santos,Apartamento,img/santos-apartamento-vista-mar.png
"Apartamento em Pernambuco, Guarujá | 4 quarto(s), 120m², Sem vaga | 3 quarto(s), 45m², Sem vaga","Encontre apartamento em Pernambuco, Guarujá. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 4 quarto(s), área 120m², Sem vaga. Condomínio com lazer. 3 quarto(s), área 45m², Sem vaga.",410000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Apartamento Gonzaga, Santos | 1 quarto(s), 35m², 2 vagas | 2 quarto(s), 120m², 1 vaga","Apartamento em Gonzaga, Santos. Condomínio fechado. 1 quarto(s), área 35m², 2 vagas. Sem condomínio. 2 quarto(s), área 120m², 1 vaga.",850000,Santos,Apartamento,img/santos-apartamento-vista-mar.png
"Cobertura em Centro, Peruíbe | 3 quarto(s), 35m², 1 vaga | 3 quarto(s), 120m², Sem vaga","Encontre cobertura em Centro, Peruíbe. Opção com boa liquidez e valorização no litoral. Sem condomínio. 3 quarto(s), área 35m², 1 vaga. Sem condomínio. 3 quarto(s), área 120m², Sem vaga.",620000,Peruíbe,Cobertura,img/peruibe-chacara.png
"Cobertura Jardim São Lourenço, Bertioga | 4 quarto(s), 60m², Sem vaga | 2 quarto(s), 120m², 1 vaga","Cadastre-se e receba opções de cobertura em Jardim São Lourenço, Bertioga. Condomínio com lazer. 4 quarto(s), área 60m², Sem vaga. Sem condomínio. 2 quarto(s), área 120m², 1 vaga.",950000,Bertioga,Cobertura,img/bertioga-apartamento.png
"Cobertura no Vera Cruz, Mongaguá | 4 quarto(s), 100m², Sem vaga | 1 quarto(s), 60m², 2 vagas","Encontre cobertura em Vera Cruz, Mongaguá. Opção com boa liquidez e valorização no litoral. Condomínio fechado. 4 quarto(s), área 100m², Sem vaga. Condomínio fechado. 1 quarto(s), área 60m², 2 vagas.",750000,Mongaguá,Cobertura,img/mongagua-apartamento.png
"Cobertura no Costão, Itanhaém | 4 quarto(s), 100m², 1 vaga | 3 quarto(s), 120m², 1 vaga","Encontre cobertura em Costão, Itanhaém. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 4 quarto(s), área 100m², 1 vaga. Condomínio fechado. 3 quarto(s), área 120m², 1 vaga.",850000,Itanhaém,Cobertura,img/itanhaem-terreno.png
"Terreno no Embaré, Santos | 1 quarto(s), 120m², 2 vagas | 3 quarto(s), 60m², Sem vaga","Oportunidade de terreno em Embaré, Santos. Ideal para moradia ou investimento no litoral. Condomínio fechado. 1 quarto(s), área 120m², 2 vagas. Condomínio com lazer. 3 quarto(s), área 60m², Sem vaga.",520000,Santos,Terreno,img/santos-apartamento-vista-mar.png
"Terreno em Itararé, São Vicente | 2 quarto(s), 60m², 2 vagas | 2 quarto(s), 45m², 1 vaga","Terreno em Itararé, São Vicente. Condomínio fechado. 2 quarto(s), área 60m², 2 vagas. Sem condomínio. 2 quarto(s), área 45m², 1 vaga.",180000,São Vicente,Terreno,img/sv-casa-terrea.png
"Terreno Centro, São Vicente | 3 quarto(s), 100m², 2 vagas | 3 quarto(s), 100m², Sem vaga","Oportunidade de terreno em Centro, São Vicente. Ideal para moradia ou investimento no litoral. Sem condomínio. 3 quarto(s), área 100m², 2 vagas. Condomínio com lazer. 3 quarto(s), área 100m², Sem vaga.",180000,São Vicente,Terreno,img/sv-casa-terrea.png
"Terreno Rio Preto, Peruíbe | 1 quarto(s), 120m², 2 vagas | 2 quarto(s), 60m², 2 vagas","Encontre terreno em Rio Preto, Peruíbe. Opção com boa liquidez e valorização no litoral. Sem condomínio. 1 quarto(s), área 120m², 2 vagas. Condomínio com lazer. 2 quarto(s), área 60m², 2 vagas.",950000,Peruíbe,Terreno,img/peruibe-chacara.png
"Casa em Sorocotuba, Guarujá | 3 quarto(s), 120m², 2 vagas | 3 quarto(s), 35m², 2 vagas","Casa em Sorocotuba, Guarujá. Condomínio com lazer. 3 quarto(s), área 120m², 2 vagas. Condomínio fechado. 3 quarto(s), área 35m², 2 vagas.",850000,Guarujá,Casa,img/guaruja-sobrado.png
"Casa em Bocaina, Santos | 4 quarto(s), 120m², 2 vagas | 2 quarto(s), 45m², Sem vaga","Casa em Bocaina, Santos. Sem condomínio. 4 quarto(s), área 120m², 2 vagas. Sem condomínio. 2 quarto(s), área 45m², Sem vaga.",850000,Santos,Casa,img/santos-apartamento-vista-mar.png
"Apartamento no Jardim Peruíbe, Peruíbe | 2 quarto(s), 45m², 2 vagas | 4 quarto(s), 100m², 2 vagas","Oportunidade de apartamento em Jardim Peruíbe, Peruíbe. Ideal para moradia ou investimento no litoral. Sem condomínio. 2 quarto(s), área 45m², 2 vagas. Condomínio fechado. 4 quarto(s), área 100m², 2 vagas.",520000,Peruíbe,Apartamento,img/peruibe-chacara.png
"Apartamento no Enseada, Guarujá | 4 quarto(s), 120m², Sem vaga | 4 quarto(s), 35m², 2 vagas","Apartamento em Enseada, Guarujá. Condomínio fechado. 4 quarto(s), área 120m², Sem vaga. Sem condomínio. 4 quarto(s), área 35m², 2 vagas.",950000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Apartamento no José Menino, Santos | 3 quarto(s), 80m², Sem vaga | 1 quarto(s), 80m², 2 vagas","Cadastre-se e receba opções de apartamento em José Menino, Santos. Condomínio fechado. 3 quarto(s), área 80m², Sem vaga. Sem condomínio. 1 quarto(s), área 80m², 2 vagas.",180000,Santos,Apartamento,img/santos-apartamento-vista-mar.png
"Casa São Miguel, Peruíbe | 3 quarto(s), 60m², 1 vaga | 3 quarto(s), 100m², 2 vagas","Encontre casa em São Miguel, Peruíbe. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 3 quarto(s), área 60m², 1 vaga. Sem condomínio. 3 quarto(s), área 100m², 2 vagas.",620000,Peruíbe,Casa,img/peruibe-chacara.png
"Casa Nova Itanhaém, Itanhaém | 3 quarto(s), 80m², 2 vagas | 3 quarto(s), 35m², Sem vaga","Cadastre-se e receba opções de casa em Nova Itanhaém, Itanhaém. Condomínio com lazer. 3 quarto(s), área 80m², 2 vagas. Condomínio fechado. 3 quarto(s), área 35m², Sem vaga.",180000,Itanhaém,Casa,img/itanhaem-terreno.png
"Casa Vila Atlântica, Mongaguá | 2 quarto(s), 100m², 2 vagas | 4 quarto(s), 35m², Sem vaga","Casa em Vila Atlântica, Mongaguá. Sem condomínio. 2 quarto(s), área 100m², 2 vagas. Sem condomínio. 4 quarto(s), área 35m², Sem vaga.",410000,Mongaguá,Casa,img/mongagua-apartamento.png
"Casa em Embaré, Santos | 2 quarto(s), 120m², 1 vaga | 3 quarto(s), 100m², 1 vaga","Cadastre-se e receba opções de casa em Embaré, Santos. Condomínio com lazer. 2 quarto(s), área 120m², 1 vaga. Sem condomínio. 3 quarto(s), área 100m², 1 vaga.",950000,Santos,Casa,img/santos-apartamento-vista-mar.png
"Studio Gonzaga, Santos | 3 quarto(s), 35m², 1 vaga | 1 quarto(s), 120m², 2 vagas","Studio em Gonzaga, Santos. Sem condomínio. 3 quarto(s), área 35m², 1 vaga. Sem condomínio. 1 quarto(s), área 120m², 2 vagas.",410000,Santos,Studio,img/santos-apartamento-vista-mar.png
"Studio em Centro, Mongaguá | 3 quarto(s), 45m², 1 vaga | 3 quarto(s), 120m², 2 vagas","Encontre studio em Centro, Mongaguá. Opção com boa liquidez e valorização no litoral. Condomínio fechado. 3 quarto(s), área 45m², 1 vaga. Condomínio fechado. 3 quarto(s), área 120m², 2 vagas.",520000,Mongaguá,Studio,img/mongagua-apartamento.png
"Studio em Pompeia, Santos | 1 quarto(s), 35m², 1 vaga | 2 quarto(s), 35m², 1 vaga","Cadastre-se e receba opções de studio em Pompeia, Santos. Condomínio com lazer. 1 quarto(s), área 35m², 1 vaga. Condomínio com lazer. 2 quarto(s), área 35m², 1 vaga.",850000,Santos,Studio,img/santos-apartamento-vista-mar.png
"Studio Vera Cruz, Mongaguá | 1 quarto(s), 80m², 2 vagas | 4 quarto(s), 35m², 1 vaga","Oportunidade de studio em Vera Cruz, Mongaguá. Ideal para moradia ou investimento no litoral. Sem condomínio. 1 quarto(s), área 80m², 2 vagas. Condomínio fechado. 4 quarto(s), área 35m², 1 vaga.",180000,Mongaguá,Studio,img/mongagua-apartamento.png
"Apartamento no Vera Cruz, Mongaguá | 2 quarto(s), 120m², Sem vaga | 2 quarto(s), 80m², 2 vagas","Conheça este apartamento em Vera Cruz, Mongaguá. Localização estratégica e estrutura pronta. Condomínio com lazer. 2 quarto(s), área 120m², Sem vaga. Condomínio com lazer. 2 quarto(s), área 80m², 2 vagas.",950000,Mongaguá,Apartamento,img/mongagua-apartamento.png
"Apartamento Rio Preto, Peruíbe | 4 quarto(s), 80m², 1 vaga | 4 quarto(s), 100m², Sem vaga","Conheça este apartamento em Rio Preto, Peruíbe. Localização estratégica e estrutura pronta. Condomínio fechado. 4 quarto(s), área 80m², 1 vaga. Sem condomínio. 4 quarto(s), área 100m², Sem vaga.",520000,Peruíbe,Apartamento,img/peruibe-chacara.png
"Apartamento no Vila Tupi, Praia Grande | 1 quarto(s), 35m², 2 vagas | 2 quarto(s), 80m², Sem vaga","Oportunidade de apartamento em Vila Tupi, Praia Grande. Ideal para moradia ou investimento no litoral. Condomínio fechado. 1 quarto(s), área 35m², 2 vagas. Condomínio fechado. 2 quarto(s), área 80m², Sem vaga.",620000,Praia Grande,Apartamento,img/pg-studio.png
"Apartamento Centro, São Vicente | 2 quarto(s), 120m², Sem vaga | 4 quarto(s), 100m², 2 vagas","Oportunidade de apartamento em Centro, São Vicente. Ideal para moradia ou investimento no litoral. Condomínio com lazer. 2 quarto(s), área 120m², Sem vaga. Condomínio com lazer. 4 quarto(s), área 100m², 2 vagas.",410000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Casa em Centro, Itanhaém | 1 quarto(s), 100m², 1 vaga | 1 quarto(s), 120m², 2 vagas","Encontre casa em Centro, Itanhaém. Opção com boa liquidez e valorização no litoral. Condomínio fechado. 1 quarto(s), área 100m², 1 vaga. Condomínio fechado. 1 quarto(s), área 120m², 2 vagas.",410000,Itanhaém,Casa,img/itanhaem-terreno.png
"Casa José Menino, Santos | 4 quarto(s), 45m², 2 vagas | 4 quarto(s), 80m², 1 vaga","Conheça este casa em José Menino, Santos. Localização estratégica e estrutura pronta. Sem condomínio. 4 quarto(s), área 45m², 2 vagas. Condomínio com lazer. 4 quarto(s), área 80m², 1 vaga.",850000,Santos,Casa,img/santos-apartamento-vista-mar.png
"Casa em Vista Linda, Bertioga | 3 quarto(s), 80m², Sem vaga | 1 quarto(s), 120m², 2 vagas","Conheça este casa em Vista Linda, Bertioga. Localização estratégica e estrutura pronta. Sem condomínio. 3 quarto(s), área 80m², Sem vaga. Sem condomínio. 1 quarto(s), área 120m², 2 vagas.",410000,Bertioga,Casa,img/bertioga-apartamento.png
"Terreno Trevo, Peruíbe | 4 quarto(s), 100m², 2 vagas | 3 quarto(s), 35m², 2 vagas","Cadastre-se e receba opções de terreno em Trevo, Peruíbe. Condomínio fechado. 4 quarto(s), área 100m², 2 vagas. Condomínio com lazer. 3 quarto(s), área 35m², 2 vagas.",750000,Peruíbe,Terreno,img/peruibe-chacara.png
"Terreno no Vila São Jorge, São Vicente | 4 quarto(s), 80m², 2 vagas | 2 quarto(s), 35m², 2 vagas","Cadastre-se e receba opções de terreno em Vila São Jorge, São Vicente. Condomínio fechado. 4 quarto(s), área 80m², 2 vagas. Condomínio fechado. 2 quarto(s), área 35m², 2 vagas.",850000,São Vicente,Terreno,img/sv-casa-terrea.png
"Terreno Pitangueiras, Guarujá | 3 quarto(s), 100m², 2 vagas | 2 quarto(s), 120m², Sem vaga","Cadastre-se e receba opções de terreno em Pitangueiras, Guarujá. Sem condomínio. 3 quarto(s), área 100m², 2 vagas. Sem condomínio. 2 quarto(s), área 120m², Sem vaga.",410000,Guarujá,Terreno,img/guaruja-sobrado.png
"Terreno no Tupi, Praia Grande | 2 quarto(s), 60m², 2 vagas | 1 quarto(s), 35m², 2 vagas","Conheça este terreno em Tupi, Praia Grande. Localização estratégica e estrutura pronta. Condomínio fechado. 2 quarto(s), área 60m², 2 vagas. Condomínio fechado. 1 quarto(s), área 35m², 2 vagas.",410000,Praia Grande,Terreno,img/pg-studio.png
"Apartamento Astúrias, Guarujá | 3 quarto(s), 45m², 2 vagas | 2 quarto(s), 100m², 1 vaga","Cadastre-se e receba opções de apartamento em Astúrias, Guarujá. Condomínio com lazer. 3 quarto(s), área 45m², 2 vagas. Condomínio fechado. 2 quarto(s), área 100m², 1 vaga.",180000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Apartamento em Gonzaguinha, São Vicente | 3 quarto(s), 100m², 1 vaga | 2 quarto(s), 100m², 1 vaga","Oportunidade de apartamento em Gonzaguinha, São Vicente. Ideal para moradia ou investimento no litoral. Condomínio fechado. 3 quarto(s), área 100m², 1 vaga. Condomínio fechado. 2 quarto(s), área 100m², 1 vaga.",620000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Apartamento em Centro, Peruíbe | 2 quarto(s), 45m², 2 vagas | 3 quarto(s), 45m², Sem vaga","Oportunidade de apartamento em Centro, Peruíbe. Ideal para moradia ou investimento no litoral. Sem condomínio. 2 quarto(s), área 45m², 2 vagas. Condomínio fechado. 3 quarto(s), área 45m², Sem vaga.",750000,Peruíbe,Apartamento,img/peruibe-chacara.png
"Apartamento José Menino, Santos | 2 quarto(s), 120m², 1 vaga | 3 quarto(s), 45m², 1 vaga","Apartamento em José Menino, Santos. Condomínio fechado. 2 quarto(s), área 120m², 1 vaga. Sem condomínio. 3 quarto(s), área 45m², 1 vaga.",620000,Santos,Apartamento,img/santos-apartamento-vista-mar.png
"Casa Gonzaguinha, São Vicente | 4 quarto(s), 80m², 2 vagas | 3 quarto(s), 45m², 1 vaga","Cadastre-se e receba opções de casa em Gonzaguinha, São Vicente. Sem condomínio. 4 quarto(s), área 80m², 2 vagas. Sem condomínio. 3 quarto(s), área 45m², 1 vaga.",520000,São Vicente,Casa,img/sv-casa-terrea.png
"Casa em Pernambuco, Guarujá | 4 quarto(s), 80m², 1 vaga | 1 quarto(s), 45m², 1 vaga","Oportunidade de casa em Pernambuco, Guarujá. Ideal para moradia ou investimento no litoral. Condomínio fechado. 4 quarto(s), área 80m², 1 vaga. Condomínio com lazer. 1 quarto(s), área 45m², 1 vaga.",410000,Guarujá,Casa,img/guaruja-sobrado.png
"Casa Trevo, Peruíbe | 4 quarto(s), 80m², Sem vaga | 2 quarto(s), 100m², 2 vagas","Conheça este casa em Trevo, Peruíbe. Localização estratégica e estrutura pronta. Sem condomínio. 4 quarto(s), área 80m², Sem vaga. Condomínio fechado. 2 quarto(s), área 100m², 2 vagas.",410000,Peruíbe,Casa,img/peruibe-chacara.png
"Apartamento Agenor Campos, Mongaguá | 1 quarto(s), 100m², 2 vagas | 2 quarto(s), 60m², 1 vaga","Apartamento em Agenor Campos, Mongaguá. Condomínio com lazer. 1 quarto(s), área 100m², 2 vagas. Condomínio fechado. 2 quarto(s), área 60m², 1 vaga.",620000,Mongaguá,Apartamento,img/mongagua-apartamento.png
"Apartamento em Enseada, Guarujá | 1 quarto(s), 60m², 2 vagas | 4 quarto(s), 100m², 1 vaga","Apartamento em Enseada, Guarujá. Condomínio com lazer. 1 quarto(s), área 60m², 2 vagas. Sem condomínio. 4 quarto(s), área 100m², 1 vaga.",620000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Apartamento no Vila São Jorge, São Vicente | 4 quarto(s), 100m², Sem vaga | 1 quarto(s), 80m², 2 vagas","Cadastre-se e receba opções de apartamento em Vila São Jorge, São Vicente. Sem condomínio. 4 quarto(s), área 100m², Sem vaga. Condomínio com lazer. 1 quarto(s), área 80m², 2 vagas.",180000,São Vicente,Apartamento,img/sv-casa-terrea.png
"Apartamento Centro, Guarujá | 2 quarto(s), 80m², 1 vaga | 1 quarto(s), 80m², Sem vaga","Encontre apartamento em Centro, Guarujá. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 2 quarto(s), área 80m², 1 vaga. Condomínio fechado. 1 quarto(s), área 80m², Sem vaga.",520000,Guarujá,Apartamento,img/guaruja-sobrado.png
"Casa em Boqueirão, Praia Grande | 4 quarto(s), 80m², 1 vaga | 1 quarto(s), 120m², Sem vaga","Cadastre-se e receba opções de casa em Boqueirão, Praia Grande. Condomínio com lazer. 4 quarto(s), área 80m², 1 vaga. Sem condomínio. 1 quarto(s), área 120m², Sem vaga.",750000,Praia Grande,Casa,img/pg-studio.png
"Casa no Centro, Bertioga | 3 quarto(s), 120m², Sem vaga | 3 quarto(s), 80m², Sem vaga","Encontre casa em Centro, Bertioga. Opção com boa liquidez e valorização no litoral. Condomínio com lazer. 3 quarto(s), área 120m², Sem vaga. Condomínio fechado. 3 quarto(s), área 80m², Sem vaga.",750000,Bertioga,Casa,img/bertioga-apartamento.png
"Casa Agenor Campos, Mongaguá | 2 quarto(s), 80m², 1 vaga | 1 quarto(s), 80m², 2 vagas","Oportunidade de casa em Agenor Campos, Mongaguá. Ideal para moradia ou investimento no litoral. Sem condomínio. 2 quarto(s), área 80m², 1 vaga. Condomínio com lazer. 1 quarto(s), área 80m², 2 vagas.",950000,Mongaguá,Casa,img/mongagua-apartamento.png
"Casa no Pompeia, Santos | 1 quarto(s), 80m², Sem vaga | 1 quarto(s), 80m², Sem vaga","Conheça este casa em Pompeia, Santos. Localização estratégica e estrutura pronta. Sem condomínio. 1 quarto(s), área 80m², Sem vaga. Condomínio com lazer. 1 quarto(s), área 80m², Sem vaga.",620000,Santos,Casa,img/santos-apartamento-vista-mar.png
"Casa Jardim Peruíbe, Peruíbe | 1 quarto(s), 35m², Sem vaga | 1 quarto(s), 35m², 2 vagas","Cadastre-se e receba opções de casa em Jardim Peruíbe, Peruíbe. Condomínio com lazer. 1 quarto(s), área 35m², Sem vaga. Sem condomínio. 1 quarto(s), área 35m², 2 vagas.",950000,Peruíbe,Casa,img/peruibe-chacara.png
"Casa no Sorocotuba, Guarujá | 2 quarto(s), 80m², 1 vaga | 2 quarto(s), 35m², 1 vaga","Conheça este casa em Sorocotuba, Guarujá. Localização estratégica e estrutura pronta. Condomínio fechado. 2 quarto(s), área 80m², 1 vaga. Condomínio com lazer. 2 quarto(s), área 35m², 1 vaga.",750000,Guarujá,Casa,img/guaruja-sobrado.png
"Casa em José Menino, Santos | 3 quarto(s), 80m², 2 vagas | 3 quarto(s), 80m², Sem vaga","Cadastre-se e receba opções de casa em José Menino, Santos. Condomínio fechado. 3 quarto(s), área 80m², 2 vagas. Sem condomínio. 3 quarto(s), área 80m², Sem vaga.",520000,Santos,Casa,img/santos-apartamento-vista-mar.png
